,Código Departamento,Departamento,Código Entidad,Entidad,Indicador,Dato Numérico,Año
462835,19.0,Cauca,19455.0,Miranda,Población total de hombres,"15.387,00",2018.0
462836,19.0,Cauca,19473.0,Morales,Población total de hombres,"19.678,00",2018.0
462837,19.0,Cauca,19513.0,Padilla,Población total de hombres,"4.698,00",2018.0
462838,19.0,Cauca,19517.0,Paéz,Población total de hombres,"23.400,00",2018.0
462839,19.0,Cauca,19532.0,Patía,Población total de hombres,"17.936,00",2018.0
462840,19.0,Cauca,19533.0,Piamonte,Población total de hombres,"4.543,00",2018.0
462841,19.0,Cauca,19548.0,Piendamó,Población total de hombres,"20.228,00",2018.0
462842,19.0,Cauca,19573.0,Puerto Tejada,Población total de hombres,"19.333,00",2018.0
462843,19.0,Cauca,19585.0,Puracé,Población total de hombres,"8.632,00",2018.0
462844,19.0,Cauca,19622.0,Rosas,Población total de hombres,"5.888,00",2018.0
462845,19.0,Cauca,19693.0,San Sebastián,Población total de hombres,"5.486,00",2018.0
462846,19.0,Cauca,19698.0,Santander de Quilichao,Población total de hombres,"53.859,00",2018.0
462847,19.0,Cauca,19701.0,Santa Rosa,Población total de hombres,"2.790,00",2018.0
462848,19.0,Cauca,19743.0,Silvia,Población total de hombres,"18.570,00",2018.0
462849,19.0,Cauca,19760.0,Sotará,Población total de hombres,"6.950,00",2018.0
462850,19.0,Cauca,19780.0,Suárez,Población total de hombres,"16.177,00",2018.0
462851,19.0,Cauca,19785.0,Sucre,Población total de hombres,"4.825,00",2018.0
462852,19.0,Cauca,19807.0,Timbío,Población total de hombres,"17.578,00",2018.0
462853,19.0,Cauca,19809.0,Timbiquí,Población total de hombres,"13.204,00",2018.0
462854,19.0,Cauca,19821.0,Toribío,Población total de hombres,"17.804,00",2018.0
462855,19.0,Cauca,19824.0,Totoró,Población total de hombres,"12.317,00",2018.0
462856,19.0,Cauca,19845.0,Villa Rica,Población total de hombres,"9.623,00",2018.0
462857,23.0,Córdoba,23670.0,San Andrés Sotavento,Población total de hombres,"25.217,00",2018.0
462858,23.0,Córdoba,23672.0,San Antero,Población total de hombres,"16.815,00",2018.0
462859,23.0,Córdoba,23675.0,San Bernardo del Viento,Población total de hombres,"18.635,00",2018.0
462860,23.0,Córdoba,23678.0,San Carlos,Población total de hombres,"13.780,00",2018.0
462861,23.0,Córdoba,23682.0,San José de Ure,Población total de hombres,"6.963,00",2018.0
462862,23.0,Córdoba,23686.0,San Pelayo,Población total de hombres,"26.193,00",2018.0
462863,23.0,Córdoba,23807.0,Tierralta,Población total de hombres,"46.740,00",2018.0
462864,23.0,Córdoba,23815.0,Tuchín,Población total de hombres,"27.149,00",2018.0
462865,23.0,Córdoba,23855.0,Valencia,Población total de hombres,"17.900,00",2018.0
462867,23.0,Córdoba,23001.0,Montería,Población total de hombres,"238.333,00",2018.0
462868,23.0,Córdoba,23068.0,Ayapel,Población total de hombres,"23.900,00",2018.0
462869,23.0,Córdoba,23079.0,Buenavista,Población total de hombres,"10.740,00",2018.0
462870,23.0,Córdoba,23090.0,Canalete,Población total de hombres,"7.854,00",2018.0
462871,23.0,Córdoba,23162.0,Cereté,Población total de hombres,"51.715,00",2018.0
462872,23.0,Córdoba,23168.0,Chimá,Población total de hombres,"9.011,00",2018.0
462873,23.0,Córdoba,23182.0,Chinú,Población total de hombres,"24.361,00",2018.0
462874,23.0,Córdoba,23189.0,Ciénaga de Oro,Población total de hombres,"29.830,00",2018.0
462875,23.0,Córdoba,23300.0,Cotorra,Población total de hombres,"9.546,00",2018.0
462876,23.0,Córdoba,23350.0,La Apartada,Población total de hombres,"7.460,00",2018.0
462877,23.0,Córdoba,23417.0,Lorica,Población total de hombres,"56.064,00",2018.0
462878,23.0,Córdoba,23419.0,Los Córdobas,Población total de hombres,"9.576,00",2018.0
462879,23.0,Córdoba,23464.0,Momil,Población total de hombres,"9.781,00",2018.0
462880,23.0,Córdoba,23466.0,Montelíbano,Población total de hombres,"40.006,00",2018.0
462881,23.0,Córdoba,23500.0,Moñitos,Población total de hombres,"15.196,00",2018.0
462882,23.0,Córdoba,23555.0,Planeta Rica,Población total de hombres,"31.593,00",2018.0
462883,23.0,Córdoba,23570.0,Pueblo Nuevo,Población total de hombres,"18.128,00",2018.0
462884,23.0,Córdoba,23574.0,Puerto Escondido,Población total de hombres,"12.250,00",2018.0
462885,23.0,Córdoba,23580.0,Puerto Libertador,Población total de hombres,"21.654,00",2018.0
462886,23.0,Córdoba,23586.0,Purísima,Población total de hombres,"8.708,00",2018.0
462887,23.0,Córdoba,23660.0,Sahagún,Población total de hombres,"53.450,00",2018.0
462888,18.0,Caquetá,18785.0,Solita,Población total de hombres,"3.161,00",2018.0
462890,18.0,Caquetá,18001.0,Florencia,Población total de hombres,"83.464,00",2018.0
462891,18.0,Caquetá,18029.0,Albania,Población total de hombres,"2.394,00",2018.0
462892,18.0,Caquetá,18094.0,Belén de Los Andaquíes,Población total de hombres,"5.501,00",2018.0
462893,18.0,Caquetá,18150.0,Cartagena del Chairá,Población total de hombres,"15.610,00",2018.0
462894,18.0,Caquetá,18205.0,Curillo,Población total de hombres,"3.809,00",2018.0
462895,18.0,Caquetá,18247.0,El Doncello,Población total de hombres,"9.517,00",2018.0
462896,18.0,Caquetá,18256.0,El Paujil,Población total de hombres,"9.220,00",2018.0
462897,18.0,Caquetá,18410.0,La Montañita,Población total de hombres,"7.748,00",2018.0
462898,18.0,Caquetá,18460.0,Milán,Población total de hombres,"5.069,00",2018.0
462899,18.0,Caquetá,18479.0,Morelia,Población total de hombres,"1.870,00",2018.0
462900,18.0,Caquetá,18592.0,Puerto Rico,Población total de hombres,"13.529,00",2018.0
462901,18.0,Caquetá,18610.0,San José del Fragua,Población total de hombres,"6.523,00",2018.0
462902,18.0,Caquetá,18753.0,San Vicente del Caguán,Población total de hombres,"26.642,00",2018.0
462903,18.0,Caquetá,18756.0,Solano,Población total de hombres,"6.141,00",2018.0
462904,18.0,Caquetá,18860.0,Valparaíso,Población total de hombres,"3.606,00",2018.0
462906,17.0,Caldas,17001.0,Manizales,Población total de hombres,"205.107,00",2018.0
462907,17.0,Caldas,17013.0,Aguadas,Población total de hombres,"11.376,00",2018.0
462908,17.0,Caldas,17042.0,Anserma,Población total de hombres,"18.017,00",2018.0
462909,17.0,Caldas,17050.0,Aranzazu,Población total de hombres,"5.000,00",2018.0
462910,17.0,Caldas,17088.0,Belalcázar,Población total de hombres,"5.411,00",2018.0
462911,17.0,Caldas,17174.0,Chinchiná,Población total de hombres,"24.669,00",2018.0
462912,17.0,Caldas,17272.0,Filadelfia,Población total de hombres,"5.757,00",2018.0
462913,17.0,Caldas,17380.0,La Dorada,Población total de hombres,"34.942,00",2018.0
462914,17.0,Caldas,17388.0,La Merced,Población total de hombres,"3.053,00",2018.0
462915,17.0,Caldas,17433.0,Manzanares,Población total de hombres,"9.054,00",2018.0
462916,17.0,Caldas,17442.0,Marmato,Población total de hombres,"4.535,00",2018.0
462917,17.0,Caldas,17444.0,Marquetalia,Población total de hombres,"6.687,00",2018.0
462918,17.0,Caldas,17446.0,Marulanda,Población total de hombres,"1.370,00",2018.0
462919,17.0,Caldas,17486.0,Neira,Población total de hombres,"10.550,00",2018.0
462920,17.0,Caldas,17495.0,Norcasia,Población total de hombres,"3.003,00",2018.0
462921,17.0,Caldas,17513.0,Pácora,Población total de hombres,"7.733,00",2018.0
462922,17.0,Caldas,17524.0,Palestina,Población total de hombres,"7.864,00",2018.0
462923,17.0,Caldas,17541.0,Pensilvania,Población total de hombres,"10.061,00",2018.0
462924,17.0,Caldas,17614.0,Riosucio,Población total de hombres,"24.960,00",2018.0
462925,17.0,Caldas,17616.0,Risaralda,Población total de hombres,"5.663,00",2018.0
462926,17.0,Caldas,17653.0,Salamina,Población total de hombres,"9.821,00",2018.0
462927,17.0,Caldas,17662.0,Samaná,Población total de hombres,"10.441,00",2018.0
462928,17.0,Caldas,17665.0,San José,Población total de hombres,"2.479,00",2018.0
462929,17.0,Caldas,17777.0,Supía,Población total de hombres,"13.958,00",2018.0
462930,17.0,Caldas,17867.0,Victoria,Población total de hombres,"5.032,00",2018.0
462931,17.0,Caldas,17873.0,Villamaría,Población total de hombres,"31.149,00",2018.0
462932,17.0,Caldas,17877.0,Viterbo,Población total de hombres,"6.046,00",2018.0
462934,15.0,Boyacá,15001.0,Tunja,Población total de hombres,"81.430,00",2018.0
462935,15.0,Boyacá,15022.0,Almeida,Población total de hombres,"994,00",2018.0
462936,15.0,Boyacá,15047.0,Aquitania,Población total de hombres,"7.820,00",2018.0
462937,15.0,Boyacá,15051.0,Arcabuco,Población total de hombres,"2.912,00",2018.0
462938,15.0,Boyacá,15087.0,Belén,Población total de hombres,"3.571,00",2018.0
462939,15.0,Boyacá,15090.0,Berbeo,Población total de hombres,"814,00",2018.0
462940,15.0,Boyacá,15092.0,Betéitiva,Población total de hombres,"963,00",2018.0
462941,15.0,Boyacá,15879.0,Viracachá,Población total de hombres,"1.465,00",2018.0
462942,15.0,Boyacá,15842.0,Umbita,Población total de hombres,"3.870,00",2018.0
462943,15.0,Boyacá,15861.0,Ventaquemada,Población total de hombres,"7.777,00",2018.0
462944,15.0,Boyacá,15776.0,Sutamarchán,Población total de hombres,"3.051,00",2018.0
462945,15.0,Boyacá,15778.0,Sutatenza,Población total de hombres,"2.062,00",2018.0
462946,15.0,Boyacá,15790.0,Tasco,Población total de hombres,"2.952,00",2018.0
462947,15.0,Boyacá,15798.0,Tenza,Población total de hombres,"1.896,00",2018.0
462948,15.0,Boyacá,15804.0,Tibaná,Población total de hombres,"4.465,00",2018.0
462949,15.0,Boyacá,15806.0,Tibasosa,Población total de hombres,"6.373,00",2018.0
462950,15.0,Boyacá,15808.0,Tinjacá,Población total de hombres,"1.631,00",2018.0
462951,15.0,Boyacá,15810.0,Tipacoque,Población total de hombres,"1.692,00",2018.0
462952,15.0,Boyacá,15814.0,Toca,Población total de hombres,"4.431,00",2018.0
462953,15.0,Boyacá,15816.0,Togüí,Población total de hombres,"2.247,00",2018.0
462954,15.0,Boyacá,15820.0,Tópaga,Población total de hombres,"1.741,00",2018.0
462955,15.0,Boyacá,15822.0,Tota,Población total de hombres,"2.605,00",2018.0
462956,15.0,Boyacá,15832.0,Tununguá,Población total de hombres,"836,00",2018.0
462957,15.0,Boyacá,15835.0,Turmequé,Población total de hombres,"3.026,00",2018.0
462958,15.0,Boyacá,15837.0,Tuta,Población total de hombres,"4.020,00",2018.0
462959,15.0,Boyacá,15839.0,Tutazá,Población total de hombres,"982,00",2018.0
462960,15.0,Boyacá,15097.0,Boavita,Población total de hombres,"2.501,00",2018.0
462962,15.0,Boyacá,15106.0,Briceño,Población total de hombres,"1.184,00",2018.0
462963,15.0,Boyacá,15109.0,Buenavista,Población total de hombres,"2.303,00",2018.0
462964,15.0,Boyacá,15114.0,Busbanzá,Población total de hombres,"556,00",2018.0
462965,15.0,Boyacá,15131.0,Caldas,Población total de hombres,"1.557,00",2018.0
462966,15.0,Boyacá,15135.0,Campohermoso,Población total de hombres,"1.599,00",2018.0
462967,15.0,Boyacá,15162.0,Cerinza,Población total de hombres,"1.790,00",2018.0
462968,15.0,Boyacá,15172.0,Chinavita,Población total de hombres,"1.580,00",2018.0
462969,15.0,Boyacá,15176.0,Chiquinquirá,Población total de hombres,"26.740,00",2018.0
462970,15.0,Boyacá,15180.0,Chiscas,Población total de hombres,"2.012,00",2018.0
462971,15.0,Boyacá,15183.0,Chita,Población total de hombres,"4.108,00",2018.0
462972,15.0,Boyacá,15185.0,Chitaraque,Población total de hombres,"3.024,00",2018.0
462973,15.0,Boyacá,15187.0,Chivatá,Población total de hombres,"1.396,00",2018.0
462974,15.0,Boyacá,15189.0,Ciénega,Población total de hombres,"2.293,00",2018.0
462975,15.0,Boyacá,15204.0,Cómbita,Población total de hombres,"8.046,00",2018.0
462976,15.0,Boyacá,15212.0,Coper,Población total de hombres,"1.892,00",2018.0
462977,15.0,Boyacá,15215.0,Corrales,Población total de hombres,"1.274,00",2018.0
462978,15.0,Boyacá,15218.0,Covarachía,Población total de hombres,"1.462,00",2018.0
462979,15.0,Boyacá,15223.0,Cubará,Población total de hombres,"5.174,00",2018.0
462980,15.0,Boyacá,15224.0,Cucaita,Población total de hombres,"1.893,00",2018.0
462981,15.0,Boyacá,15226.0,Cuítiva,Población total de hombres,"874,00",2018.0
462982,15.0,Boyacá,15232.0,Chíquiza,Población total de hombres,"2.402,00",2018.0
462983,15.0,Boyacá,15236.0,Chivor,Población total de hombres,"1.340,00",2018.0
462984,15.0,Boyacá,15238.0,Duitama,Población total de hombres,"58.285,00",2018.0
462985,15.0,Boyacá,15244.0,El Cocuy,Población total de hombres,"2.152,00",2018.0
462986,15.0,Boyacá,15248.0,El Espino,Población total de hombres,"1.601,00",2018.0
462987,15.0,Boyacá,15272.0,Firavitoba,Población total de hombres,"3.230,00",2018.0
462988,15.0,Boyacá,15276.0,Floresta,Población total de hombres,"1.540,00",2018.0
462989,15.0,Boyacá,15293.0,Gachantivá,Población total de hombres,"1.459,00",2018.0
462990,15.0,Boyacá,15296.0,Gámeza,Población total de hombres,"2.473,00",2018.0
462991,15.0,Boyacá,15299.0,Garagoa,Población total de hombres,"8.552,00",2018.0
462992,15.0,Boyacá,15317.0,Guacamayas,Población total de hombres,"914,00",2018.0
462993,15.0,Boyacá,15322.0,Guateque,Población total de hombres,"5.086,00",2018.0
462994,15.0,Boyacá,15325.0,Guayatá,Población total de hombres,"1.702,00",2018.0
462995,15.0,Boyacá,15332.0,Güicán,Población total de hombres,"2.153,00",2018.0
462996,15.0,Boyacá,15362.0,Iza,Población total de hombres,"961,00",2018.0
462997,15.0,Boyacá,15367.0,Jenesano,Población total de hombres,"3.535,00",2018.0
462998,15.0,Boyacá,15368.0,Jericó,Población total de hombres,"2.029,00",2018.0
462999,15.0,Boyacá,15377.0,Labranzagrande,Población total de hombres,"1.898,00",2018.0
463000,15.0,Boyacá,15380.0,La Capilla,Población total de hombres,"1.366,00",2018.0
463001,15.0,Boyacá,15401.0,La Victoria,Población total de hombres,"578,00",2018.0
463002,15.0,Boyacá,15403.0,La Uvita,Población total de hombres,"1.520,00",2018.0
463003,15.0,Boyacá,15407.0,Villa de Leyva,Población total de hombres,"7.898,00",2018.0
463004,15.0,Boyacá,15425.0,Macanal,Población total de hombres,"2.517,00",2018.0
463005,15.0,Boyacá,15442.0,Maripí,Población total de hombres,"3.163,00",2018.0
